Name,Country,Position,Age,Overall_Rating,Future Potential,Team,Value Per M$,Total_Stats Score
Anderson Souza Conceição,Brazil,CAM,28,82,82,Al Nassr,31,2144
Allan Saint-Maximin,France,LM,25,81,82,Newcastle United,31,1930
Antonio Sanabria,Paraguay,ST,26,75,76,Torino,6.5,1839
Joelinton Apolinário de Lira,Brazil,LW,25,80,83,Newcastle United,27.5,2132
Rúben Diogo da Silva Neves,Portugal,CM,25,83,86,Wolverhampton Wanderers,43.5,2178
Kieran Tierney,Scotland,LB,25,80,84,Arsenal,27,2081
Paulo Dybala,Argentina,CAM,28,86,86,Roma,69.5,2116
Timo Werner,Germany,LW,26,82,83,RB Leipzig,36.5,1996
Bruno Miguel Borges Fernandes,Portugal,RM,27,87,87,Manchester United,85,2324
Pierre-Emile Højbjerg,Denmark,CM,26,84,86,Tottenham Hotspur,47,2123
Sergej Milinković-Savić,Serbia,CM,27,86,86,Lazio,72,2250
Ryan Kent,England,CF,25,76,77,Rangers,9,1928
Nordi Mukiele,France,CB,24,79,83,Paris Saint Germain,23.5,1972
André-Franck Zambo Anguissa,Cameroon,CM,26,82,84,Napoli,34,2135
Gianluigi Donnarumma,Italy,GK,23,88,92,Paris Saint Germain,103.5,1374
Renato Júnior Luz Sanches,Portugal,RM,24,78,83,Paris Saint Germain,21,2181
Exequiel Palacios,Argentina,CAM,23,80,85,Bayer 04 Leverkusen,31.5,2106
Ben Brereton Díaz,Chile,LM,23,74,81,Blackburn Rovers,8.5,1892
José Diogo Dalot Teixeira,Portugal,RB,23,80,86,Manchester United,31,2098
Ferdi Kadioglu,Turkey,LM,22,76,82,Fenerbahçe,11.5,2023
Matthijs de Ligt,Netherlands,CB,22,85,89,FC Bayern München,71,1970
Ryan Sessegnon,England,LB,22,76,82,Tottenham Hotspur,11.5,1967
Owen Wijndal,Netherlands,LB,22,77,82,Ajax,15,1977
Ibrahima Konaté,France,CB,23,81,88,Liverpool,48,1747
Gleison Bremer Silva Nascimento,Brazil,CB,25,83,87,Juventus,45.5,1886
Jakub Moder,Poland,LM,23,74,80,Brighton & Hove Albion,6.5,2021
Amine Gouiri,France,LM,22,79,86,Rennes,36,2026
Ferran Torres García,Spain,ST,22,82,88,FC Barcelona,49,2030
Igor Julio dos Santos de Paulo,Brazil,CB,24,77,82,Fiorentina,14.5,1664
Aurélien Tchouaméni,France,CM,22,83,89,Real Madrid,53.5,2138
Noah Okafor,Switzerland,CAM,22,76,83,Salzburg,15.5,1911
Djed Spence,England,RB,21,75,84,Rennes,12,1720
Pedro De la Vega,Argentina,LM,21,74,83,Lanús,9.5,1984
Jhon Durán,Colombia,ST,18,65,83,Aston Villa,1.8,1557
João Pedro Junqueira de Jesus,Brazil,CAM,20,73,84,Watford,6.5,1707
Paolo Reyna,Peru,LM,20,71,80,Melgar,3.9,1718
Santiago Hezze,Argentina,CM,20,74,84,Huracán,8.5,1869
Malick Thiaw,Germany,CB,20,76,84,Milan,15.5,1842
Adrien Truffert,France,LB,20,76,84,Rennes,15.5,1935
Anton Stach,Germany,CF,23,75,81,FSV Mainz 05,9,2012
Kerem Aktürkoğlu,Turkey,LW,23,76,80,Galatasaray,11,1857
Mees Hilgers,Netherlands,RB,21,73,84,FC Twente,6.5,1698
Nicola Zalewski,Poland,LM,20,75,83,Roma,12.5,1853
Sidney Raebiger,Germany,CAM,17,62,84,SpVgg Greuther Fürth,1.2,1721
Raphael Onyedika,Nigeria,CM,21,73,84,Club Brugge,6.5,1859
Jeremy Sarmiento,Ecuador,CAM,20,67,81,Brighton & Hove Albion,2.5,1629
Vanderson de Oliveira Campos,Brazil,RM,21,76,84,Monaco,16,1992
Iker Bravo Solanilla,Spain,RW,17,65,84,Real Madrid,1.8,1537
Garang Kuol,Australia,RM,17,62,80,Hearts,1,1480
Hugo Larsson,Sweden,CDM,18,66,83,Malmö FF,2.2,1776
Luca Langoni,Argentina,ST,20,72,83,Boca Juniors,5,1737
Álvaro Daniel Rodríguez Muñoz,Uruguay,LW,17,62,83,Real Madrid,1.3,1521
Sergio Busquets Burgos,Spain,CDM,33,85,85,FC Barcelona,26.5,2002
Memphis Depay,Netherlands,ST,28,85,85,Atlético Madrid,55,2082
Virgil van Dijk,Netherlands,CB,30,88,88,Liverpool,75,2103
Saúl Ñíguez Esclápez,Spain,LWB,27,80,80,Atlético Madrid,22.5,2150
Karim Benzema,France,ST,34,91,91,Real Madrid,64,2143
Mario Balotelli,Italy,ST,31,76,76,Sion,6.5,1854
David De Gea Quintana,Spain,GK,31,87,87,Manchester United,42,1302
Stefan de Vrij,Netherlands,CB,30,83,83,Inter,30,1863
Sergio Roberto Carnicer,Spain,CM,30,80,80,FC Barcelona,18,2055
Sébastien Haller,Côte d'Ivoire,ST,28,82,82,Borussia Dortmund,31,1945
Kingsley Coman,France,LM,26,85,86,FC Bayern München,63.5,1973
Aleksandar Mitrović,Serbia,ST,27,79,79,Fulham,19,1847
Andrew Robertson,Scotland,LB,28,86,86,Liverpool,61.5,2155
Youri Tielemans,Belgium,CDM,25,83,85,Leicester City,45.5,2166
Nabil Fekir,France,CAM,28,84,84,Real Betis,42.5,2114
Enes Ünal,Turkey,ST,25,80,83,Getafe,28.5,2050
Sofyan Amrabat,Morocco,CM,25,78,81,Fiorentina,17,2066
Marcos Acuña,Argentina,LM,30,85,85,Sevilla,46.5,2304
Diogo José Teixeira da Silva,Portugal,LW,25,84,87,Liverpool,56.5,2170
Thomas Deng,Australia,CB,25,65,67,Australia,0,1620
Leon Bailey,Jamaica,RM,24,80,83,Aston Villa,29,1980
Takehiro Tomiyasu,Japan,LB,23,79,84,Arsenal,24.5,1837
Raphael Dias Belloli,Brazil,LW,25,83,84,FC Barcelona,43.5,2129
Alphonso Davies,Canada,LM,21,84,89,FC Bayern München,60.5,2171
Gregor Kobel,Switzerland,GK,24,86,89,Borussia Dortmund,72.5,1266
Christian Kouamé,Côte d'Ivoire,LW,24,75,79,Fiorentina,8,1887
Arnaut Danjuma,Netherlands,LM,25,82,83,Tottenham Hotspur,37,2055
Joe Willock,England,CM,22,78,84,Newcastle United,22.5,2075
Andreas Skov Olsen,Denmark,RW,22,77,84,Club Brugge,21.5,1955
Angel Gomes,England,CDM,21,76,84,Lille,17,2050
Teun Koopmeiners,Netherlands,CDM,24,80,84,Atalanta,30,2186
Pau Francisco Torres,Spain,CB,25,83,87,Villarreal,45.5,1893
Diego Rossi,Uruguay,ST,24,76,79,Fenerbahçe,10,1866
Konstantinos Mavropanos,Greece,RB,24,78,83,VfB Stuttgart,19,1791
Enzo Loiodice,France,CDM,21,73,83,Las Palmas,7,1917
Daniel Olmo Carvajal,Spain,CF,24,82,87,RB Leipzig,46,2036
Aaron Hickey,Scotland,RB,20,75,82,Brentford,10.5,1893
Shinta Appelkamp,Germany,CM,21,72,82,Fortuna Düsseldorf,5.5,1700
Federico Pereira,Uruguay,RB,22,72,82,Liverpool,4.9,1757
Mohamed-Ali Cho,France,ST,18,72,85,Real Sociedad,5.5,1667
Anthony Elanga,Sweden,LW,20,73,82,Manchester United,6.5,1822
Ansgar Knauff,Germany,LM,20,76,83,Eintracht Frankfurt,15,1851
Sékou Mara,France,ST,19,70,81,Southampton,3.5,1651
Mika Godts,Belgium,LW,17,64,85,Ajax,1.8,1583
Carlos Augusto Zopolato Neves,Brazil,CB,23,76,81,Monza,11.5,2065
Fabian Rieder,Switzerland,CM,20,72,85,Young Boys,5.5,1866
Kaide Gordon,England,LW,17,62,83,Liverpool,1.2,1469
Simon Adingra,Côte d'Ivoire,ST,20,72,81,Union Saint-Gilloise,5,1742
Ilias Akhomach Chakkour,Spain,RW,18,67,83,FC Barcelona,2.6,1548
Tim Iroegbunam,England,CM,19,67,83,Queens Park Rangers,2.5,1785
Valentín Gómez,Argentina,LB,19,69,82,Vélez Sarsfield,3.1,1657
Tom Rothe,Germany,LM,17,65,82,Borussia Dortmund,1.7,1598
Saël Kumbedi,France,RWB,17,68,83,Olympique Lyonnais,2.6,1696
Oscar Gloukh,Israel,CAM,18,72,84,Salzburg,5.5,1783
Leny Yoro,France,CDM,16,67,82,Lille,2.2,1578
Leandro Antonetti,Puerto Rico,LW,19,59,70,Lugo,0.5,1411
Yvandro Borges Sanches,Luxembourg,RM,18,64,82,Borussia Mönchengladbach,1.5,1736
Wassim Keddari Boulif,Spain,CB,17,65,83,Espanyol,1.7,1521
Stefan Bajcetic Maquieira,Spain,CM,17,69,85,Liverpool,3.3,1752
Steven Bergwijn,Netherlands,RW,24,79,82,Ajax,24,2020
Giovani Lo Celso,Argentina,ST,26,81,82,Villarreal,30.5,2162
Federico Dimarco,Italy,CB,24,80,83,Inter,26.5,2149
Kyle Walker-Peters,England,LB,25,78,80,Southampton,16,1859
Ezequiel Ávila,Argentina,RM,28,80,80,Osasuna,21.5,2026
Stefano Sensi,Italy,CF,26,79,79,Monza,19,2078
Mouctar Diakhaby,Guinea,CB,25,75,80,Valencia,7.5,1669
Arthur Henrique Ramos Oliveira Melo,Brazil,CDM,25,78,80,Liverpool,17.5,2091
Ademola Lookman,Nigeria,RW,24,78,81,Atalanta,19.5,1902
Rodrigo Hernández Cascante,Spain,CDM,26,87,89,Manchester City,88.5,2133
Denzel Dumfries,Netherlands,RM,26,81,82,Inter,27.5,2062
Xaver Schlager,Austria,CM,24,81,84,RB Leipzig,32,2093
Yangel Herrera,Venezuela,CAM,24,76,80,Girona,10.5,2034
Carlos Rodríguez,Mexico,CM,25,76,79,Mexico,0,1991
Salih Özcan,Turkey,CM,24,79,82,Borussia Dortmund,21.5,2054
Victor Nelsson,Denmark,CB,23,77,82,Galatasaray,14.5,1844
Esequiel Barco,Argentina,LW,23,76,82,River Plate,12,1832
Morgan Gibbs-White,England,LW,22,76,82,Nottingham Forest,12,2000
David Neres Campos,Brazil,RM,25,80,81,Benfica,25,1976
Scott McTominay,Scotland,CM,25,79,82,Manchester United,21,2065
Uriel Antuna,Mexico,RW,24,75,77,Mexico,0,1786
Max Aarons,England,RB,22,73,79,Norwich City,4.6,1796
Matheus Santos Carneiro Da Cunha,Brazil,LM,23,79,84,Wolverhampton Wanderers,27,2020
M'Bala Nzola,Angola,ST,25,76,78,Spezia,9.5,1817
Ridle Baku,Germany,RM,24,79,83,VfL Wolfsburg,23.5,2135
Matt O'Riley,Denmark,CDM,21,73,82,Celtic,7,1892
Callum Hudson-Odoi,England,RM,21,76,82,Bayer 04 Leverkusen,12,1916
Jesus Ferreira,United States,CAM,21,75,83,Dallas,12.5,1969
Timothy Weah,United States,RB,22,74,81,Lille,8.5,1967
Benoît Badiashile,France,CB,21,78,85,Chelsea,26.5,1770
Anthony Gordon,England,LM,21,74,83,Newcastle United,9.5,1845
Felix Agu,Germany,LWB,22,70,78,Werder Bremen,3.4,1819
Alexander Bah,Denmark,RB,24,79,83,Benfica,23.5,2110
Enzo Le Fée,France,CAM,22,76,83,Lorient,15,1883
Cade Cowell,United States,RM,18,67,81,San Jose Earthquakes,2.4,1715
Leonidas Stergiou,Switzerland,CB,20,69,84,St. Gallen,3.2,1600
Andy Pelmard,France,LB,22,71,82,Basel,3.9,1776
Victor Boniface,Nigeria,ST,21,73,80,Union Saint-Gilloise,6,1800
Domingos André Ribeiro Almeida,Portugal,CDM,22,75,84,Valencia,12.5,1976
Luis Vázquez,Argentina,ST,21,72,80,Boca Juniors,5.5,1724
Lucas Chevalier,France,GK,20,75,84,Lille,10.5,1085
Tommaso Pobega,Italy,CM,22,76,82,Milan,12,2133
Marco Carnesecchi,Italy,GK,22,77,85,Cremonese,20.5,1079
Tiago Emanuel Embaló Djaló,Portugal,RB,22,75,82,Lille,10.5,1787
Kacper Kozłowski,Poland,LM,18,69,85,Vitesse,3.5,1874
Calvin Ramsay,Scotland,RWB,18,64,81,Liverpool,1.4,1688
Yunus Musah,United States,CDM,19,72,82,Valencia,5,1942
Zeno Debast,Belgium,CB,18,70,84,Anderlecht,3.5,1805
Strahinja Pavlović,Serbia,CB,21,73,82,Salzburg,6.5,1635
Kamaldeen Sulemana,Ghana,LW,20,74,84,Southampton,9.5,1809
Ardon Jashari,Switzerland,CM,19,70,83,Luzern,3.6,1892
Zeki Amdouni,Switzerland,CAM,21,71,80,Basel,4.2,1855
Filipe Bem Relvas,Portugal,CM,22,72,82,Portimonense,4.9,1711
James McAtee,England,CAM,19,70,80,Sheffield United,3.4,1714
Leandro Morgalla,Germany,RB,17,65,83,1860 München,1.7,1534
Linus Gechter,Germany,CB,18,68,82,Eintracht Braunschweig,2.6,1525
Yira Sor,Nigeria,ST,21,74,82,Genk,9.5,1892
Gastón Álvarez,Uruguay,LWB,22,72,81,Getafe,4.9,1600
Máximo Perrone,Argentina,CDM,19,71,84,Manchester City,4.4,1795
Dries Mertens,Belgium,CF,35,84,84,Galatasaray,17.5,1988
Luka Modrić,Croatia,CM,36,88,88,Real Madrid,29,2258
Daniel Parejo Muñoz,Spain,CDM,33,86,86,Villarreal,42,2177
Marc-André ter Stegen,Germany,GK,30,88,88,FC Barcelona,61,1443
Keylor Navas,Costa Rica,GK,35,86,86,Nottingham Forest,7.5,1405
Paul Pogba,France,CDM,29,84,84,Juventus,41,2167
Oriol Romeu Vidal,Spain,CM,30,79,79,Girona,14.5,1912
Kalidou Koulibaly,Senegal,CB,31,84,84,Chelsea,29,1890
Raphaël Varane,France,CB,29,85,85,Manchester United,45,1915
John Stones,England,RB,28,83,84,Manchester City,34.5,1974
James Ward-Prowse,England,CM,27,81,81,Southampton,27.5,2142
Samuel Umtiti,France,CB,28,79,79,Lecce,15,1991
Solly March,England,RM,27,79,79,Brighton & Hove Albion,18.5,2010
Matthias Ginter,Germany,CB,28,83,84,SC Freiburg,34.5,1945
Sadio Mané,Senegal,ST,30,87,87,FC Bayern München,78,2156
Mohamed Salah,Egypt,RW,30,89,89,Liverpool,99.5,2208
Thomas Partey,Ghana,CM,29,85,85,Arsenal,46,2156
Alessio Romagnoli,Italy,CB,27,82,82,Lazio,28,1763
Aymeric Laporte,Spain,CB,28,86,87,Manchester City,64.5,1962
Giovanni Di Lorenzo,Italy,RB,28,83,83,Napoli,33,2150
Mahmoud Dahoud,Germany,CDM,26,79,80,Borussia Dortmund,20.5,2070
Leroy Sané,Germany,CF,26,84,84,FC Bayern München,46,2088
Kalvin Phillips,England,CM,26,80,83,Manchester City,25,2080
Orbelín Pineda,Mexico,CM,26,77,78,AEK Athens,12.5,2086
Nuno Albertino Varela Tavares,Portugal,LM,22,76,82,Olympique de Marseille,11.5,1991
Quinten Timber,Netherlands,CAM,21,74,83,Feyenoord,9.5,1995
Crysencio Summerville,Netherlands,LM,20,73,82,Leeds United,6.5,1753
Rodrigo Riquelme Reche,Spain,CM,22,75,84,Girona,12.5,1849
Taylor Harwood-Bellis,England,CB,20,74,83,Burnley,8.5,1722
Tanguy Nianzou,France,CB,20,73,83,Sevilla,6,1663
Patrick Wimmer,Austria,RM,21,77,84,VfL Wolfsburg,21.5,1934
Azzedine Ounahi,Morocco,CM,22,76,83,Olympique de Marseille,15,1923
José Cifuentes,Ecuador,CM,23,73,80,Los Angeles FC,6,1932
Amine Adli,France,LM,22,76,84,Bayer 04 Leverkusen,17,1915
Elia Caprile,Italy,GK,20,70,84,Bari 1908,3.4,1085
Santiago Simón,Argentina,CM,20,74,84,River Plate,9.5,1991
Márton Dárdai,Germany,CB,20,71,82,Hertha BSC,3.8,1703
Eric Martel,Germany,CB,20,71,83,FC Köln,4.3,1777
Lucas Gourna,France,CM,18,72,83,Salzburg,4.6,1841
Bilal El Khannouss,Morocco,CM,18,70,85,Genk,3.7,1667
Kanya Fujimoto,Japan,CAM,23,74,81,Gil Vicente,8.5,1894
Ivan Ilić,Serbia,CF,21,76,84,Torino,17,2029
Octavian Popescu,Romania,CAM,19,71,84,FCSB,4.4,1786
Marcelo Flores,Mexico,RM,18,64,80,Real Oviedo,1.5,1605
Jesús Vázquez Alcalde,Spain,LM,19,71,82,Valencia,3.9,1798
Radu Drăgușin,Romania,CB,20,70,83,Genoa,3.6,1640
Bénie Traore,Côte d'Ivoire,RW,19,66,80,Häcken,2,1669
Anass Zaroury,Morocco,ST,21,74,84,Burnley,9.5,1791
Kevin Schade,Germany,LW,20,71,82,Brentford,4.1,1695
Iliman Ndiaye,Senegal,CAM,22,72,81,Sheffield United,5.5,1800
Ezequiel Fernández,Argentina,CM,19,72,83,Boca Juniors,4.8,1791
Daniel Oyegoke,England,RWB,19,59,74,Brentford,0.5,1472
Julen Agirrezabala,Spain,GK,21,72,83,Athletic Club,4.6,1060
Tomás Lemos Araújo,Portugal,CB,20,70,85,Gil Vicente,3.6,1508
Abdul Fatawu Issahaku,Ghana,RW,18,69,85,Sporting CP,3.5,1772
Gianluca Prestianni,Argentina,RW,16,67,85,Vélez Sarsfield,2.5,1610
Sávio Moreira de Oliveira,Brazil,RW,18,69,85,PSV,3.5,1659
Wilson Odobert,France,LW,17,67,81,Troyes,2.3,1531
Mattia Zanotti,Italy,RB,19,66,76,Inter,1.8,1853
Gabriel Armando de Abreu,Brazil,CB,31,80,80,Valencia,14.5,1933
Gerard Deulofeu Lázaro,Spain,ST,28,81,81,Udinese,26.5,1985
Sergi Darder Moll,Spain,CAM,28,83,83,Espanyol,36.5,2197
Jack Butland,England,GK,29,71,71,Manchester United,1.3,1250
Jakub Brabec,Czech Republic,CB,29,74,74,Czech Republic,0,1826
Antonio Rüdiger,Germany,CB,29,86,86,Real Madrid,57,2008
Mateo Kovačić,Croatia,CDM,28,82,82,Chelsea,30.5,2128
Yassine Bounou,Morocco,GK,31,85,85,Sevilla,28.5,1273
Hany Mukhtar,Germany,CAM,27,79,79,Nashville SC,19,2011
Sofiane Boufal,Morocco,ST,28,76,76,Morocco,0,1847
José Luís Gayà Peña,Spain,LWB,27,82,83,Valencia,32,2094
Julian Brandt,Germany,CM,26,83,84,Borussia Dortmund,43,2094
Chuba Akpom,England,CAM,26,76,77,Middlesbrough,9,1822
Ángel Correa,Argentina,CF,27,83,83,Atlético Madrid,39.5,2146
Duván Zapata,Colombia,ST,31,82,82,Atalanta,25.5,1920
Rafael A. Ferreira Silva,Portugal,RM,29,83,83,Benfica,36.5,2046
Hamari Traoré,Mali,RB,30,80,80,Rennes,18,2042
Sheraldo Becker,Suriname,RM,27,77,77,FC Union Berlin,11.5,1938
Jordan Larsson,Sweden,ST,25,74,77,København,5.5,1905
Ola Aina,Nigeria,RM,25,73,75,Torino,3.5,1931
Mikel Merino Zazón,Spain,RM,26,83,86,Real Sociedad,47,2261
Guido Rodríguez,Argentina,CDM,27,81,82,Real Betis,26.5,1913
Presnel Kimpembe,France,CB,26,83,86,Paris Saint Germain,42,1943
Reece Oxford,England,RB,23,75,80,FC Augsburg,7.5,1701
Jesús Gallardo,Mexico,LW,27,75,75,Mexico,0,2012
Gianluca Scamacca,Italy,ST,23,78,84,West Ham United,22.5,1890
Agustín Rossi,Argentina,GK,26,79,83,Al Nassr,19,1303
Kasper Dolberg,Denmark,ST,24,77,81,TSG Hoffenheim,15.5,1860
Levi García,Trinidad and Tobago,RM,24,77,80,AEK Athens,14.5,1991
Branco van den Boomen,Netherlands,CDM,26,77,78,Toulouse,12.5,2049
Gianluca Mancini,Italy,CB,26,82,84,Roma,33.5,1787
Benjamin White,England,CB,24,80,84,Arsenal,28,1795
Luka Jović,Serbia,ST,24,78,82,Fiorentina,20.5,1896
Arijanet Murić,Kosovo,GK,23,75,82,Burnley,9.5,1274
Igor Zubeldia Elorza,Spain,CB,25,79,83,Real Sociedad,22,2076
Patrik Schick,Czech Republic,ST,26,83,84,Bayer 04 Leverkusen,43.5,1987
Gedson Carvalho Fernandes,Portugal,CAM,23,78,82,Beşiktaş,20,2147
Yves Bissouma,Mali,CM,25,79,84,Tottenham Hotspur,23.5,2109
Mattéo Guendouzi,France,CF,23,80,85,Olympique de Marseille,31.5,2146
Dennis Hadžikadunić,Bosnia and Herzegovina,CB,23,72,81,Mallorca,4.9,1559
Nathan Tella,England,ST,22,74,80,Burnley,7,1747
Valentin Castellanos,Argentina,ST,23,77,82,Girona,16,1972
Krépin Diatta,Senegal,RW,23,75,81,Monaco,9,1956
Viktor Gyökeres,Sweden,ST,24,75,80,Coventry City,8.5,1871
Sergio Gómez Martín,Spain,LB,21,74,83,Manchester City,9,2061
Hidemasa Morita,Japan,CDM,27,78,78,Sporting CP,15,1972
Christoph Baumgartner,Austria,ST,22,78,84,TSG Hoffenheim,22.5,1935
Romain Faivre,France,CAM,23,77,83,Lorient,16.5,2077
Illan Meslier,France,GK,22,76,83,Leeds United,13,1211
Bryan Mbeumo,Cameroon,ST,22,76,79,Brentford,10.5,1991
Neco Williams,Wales,LB,21,73,83,Nottingham Forest,6.5,1825
Mykola Shaparenko,Ukraine,CAM,23,77,84,Dynamo Kyiv,21,2053
Mohammed Salisu,Ghana,CB,23,76,81,Southampton,10,1631
Denys Popov,Ukraine,CB,23,73,82,Dynamo Kyiv,6.5,1586
Sergio Reguilón Rodríguez,Spain,LWB,25,79,82,Atlético Madrid,21.5,2011
Iván Jaime Pajuelo,Spain,ST,21,74,82,Famalicão,9.5,1896
Odilon Kossounou,Côte d'Ivoire,RB,21,76,84,Bayer 04 Leverkusen,15.5,1711
Alex Král,Czech Republic,CM,24,75,80,Schalke 04,8,2054
Jacob Greaves,England,LB,21,71,81,Hull City,3.9,1703
Tom Krauß,Germany,CDM,21,73,81,Schalke 04,7,1962
Giorgio Chiellini,Italy,CB,37,82,82,Los Angeles FC,5.5,1805
Guillermo Ochoa,Mexico,GK,36,80,80,Salernitana,2.3,1266
Olivier Giroud,France,ST,35,83,83,Milan,15.5,1956
Ivan Perišić,Croatia,LM,33,80,80,Tottenham Hotspur,11,2208
Marko Arnautović,Austria,ST,33,82,82,Bologna,19.5,2106
Marco Reus,Germany,CF,33,84,84,Borussia Dortmund,26.5,2146
Pascal Groß,Germany,RB,31,78,78,Brighton & Hove Albion,11.5,2071
Néstor Araújo,Mexico,CB,30,75,75,Mexico,0,1680
Ciro Immobile,Italy,ST,32,86,86,Lazio,55,2055
Phil Jones,England,CB,30,70,70,Manchester United,1.3,1606
Francesco Acerbi,Italy,CB,34,82,82,Inter,10,1843
Davide Frattesi,Italy,CDM,22,78,85,Sassuolo,28.5,2065
Luis Díaz,Colombia,LM,25,84,85,Liverpool,50.5,2049
Eljif Elmas,North Macedonia,LW,22,79,86,Napoli,35.5,2015
Mehdi Taremi,Iran,CF,29,82,82,Porto,30.5,1983
Musa Barrow,Gambia,LM,23,77,83,Bologna,17,1800
Rayan Aït-Nouri,France,LWB,21,75,83,Wolverhampton Wanderers,12,1933
Yukinari Sugawara,Japan,RW,22,74,79,AZ Alkmaar,6,1945
Ethan Galbraith,Northern Ireland,CM,21,63,73,Salford City,1.1,1783
Andriy Lunin,Ukraine,GK,23,75,82,Real Madrid,9.5,1117
Viktor Tsygankov,Ukraine,RM,24,80,83,Girona,29,1981
Troy Parrott,Republic of Ireland,RM,20,67,80,Preston North End,2.5,1793
Adrià Giner Pedrosa,Spain,LB,24,77,82,Espanyol,15,2011
Lucas Beltrán,Argentina,ST,21,73,80,River Plate,6,1907
Bafodé Diakité,France,CB,21,74,82,Lille,9,1764
Emerson Leite De Souza,Brazil,RB,23,77,80,Tottenham Hotspur,13.5,2006
Raoul Bellanova,Italy,RM,22,74,82,Inter,9,1703
Julian Araujo,Mexico,RM,20,70,80,FC Barcelona,3.3,1727
Zakaria Aboukhlal,Morocco,LW,22,74,81,Toulouse,8.5,1893
Samuel Dias Lino,Brazil,RM,22,75,82,Valencia,11.5,1818
Kamil Piątkowski,Poland,RWB,22,71,78,Gent,3.5,1863
Aster Vranckx,Belgium,CDM,19,73,82,Milan,6.5,1954
Fábio Daniel Soares Silva,Portugal,ST,19,72,83,PSV,5,1743
Salis Abdul Samed,Ghana,CM,22,77,84,Lens,20,1852
Pierre Kalulu,France,RB,22,79,86,Milan,33,1956
Facundo Torres,Uruguay,LM,22,73,81,Orlando City,7,1803
Moisés Ramírez,Ecuador,GK,21,75,82,Independiente del Valle,9.5,1065
Omar Marmoush,Egypt,LM,23,75,80,VfL Wolfsburg,8.5,1859
Isaak Touré,France,CB,19,68,82,Auxerre,2.7,1527
Cătălin Cîrjan,Romania,RM,19,62,75,Arsenal,0.95,1621
Omari Hutchinson,Jamaica,RM,18,64,81,Chelsea,1.5,1625
Kiliann Sildillia,France,RM,20,72,83,SC Freiburg,4.9,1685
Hugo Bueno López,Spain,LWB,19,70,82,Wolverhampton Wanderers,3.6,1848
Mehmet Can Aydin,Turkey,RM,20,67,78,Schalke 04,2.1,1818
Hákon Arnar Haraldsson,Iceland,RW,19,69,83,København,3.3,1896
Mattia Viti,Italy,CB,20,72,81,Nice,4.8,1612
Abdessamad Ezzalzouli,Morocco,LW,20,71,83,Osasuna,4.5,1616
Sam Curtis,Republic of Ireland,RB,16,60,81,St Patrick's,0.75,1500
Jordan James,Wales,CAM,17,62,80,Birmingham City,1,1657
Ernest Nuamah,Ghana,LW,18,68,82,Nordsjælland,2.8,1637
Diego Luna,United States,CM,18,63,81,Real Salt Lake,1.2,1633
Ousmane Diomande,Côte d'Ivoire,CB,18,71,84,Sporting CP,4.1,1502
Farès Chaïbi,Algeria,ST,19,71,84,Toulouse,4.4,1922
Mateus Gonçalo Espanha Fernandes,Portugal,CAM,17,68,85,Sporting CP,3,1825
Igor Guilherme Barbosa da Paixão,Brazil,RW,22,74,83,Feyenoord,9.5,1821
João Pedro Gonçalves Neves,Portugal,CM,17,67,84,Benfica,2.5,1741
Madi Monamay,Belgium,CDM,16,61,84,Bayer 04 Leverkusen,0.975,1496
Silvano Vos,Netherlands,CM,17,60,83,Ajax,0.75,1613
Sebastián Boselli,Uruguay,LB,18,66,79,Defensor Sporting,1.9,1658
Gareth Bale,Wales,RM,32,81,81,Los Angeles FC,20.5,2157
Dimitri Payet,France,CF,35,80,80,Olympique de Marseille,8.5,1911
Christian Benteke,Belgium,ST,31,73,73,DC United,2.6,1744
Leonardo Bonucci,Italy,CB,35,82,82,Juventus,8,1928
Thomas Müller,Germany,ST,32,85,85,FC Bayern München,43,2106
Mario Götze,Germany,CF,30,82,82,Eintracht Frankfurt,29.5,2079
Henrikh Mkhitaryan,Armenia,CM,33,81,81,Inter,16,2122
Lorenzo Insigne,Italy,LM,31,82,82,Toronto,25,1971
Marco Verratti,Italy,CDM,29,87,87,Paris Saint Germain,77.5,2190
Álvaro Borja Morata Martín,Spain,ST,29,82,82,Atlético Madrid,30.5,1951
Leonardo Spinazzola,Italy,LM,29,81,81,Roma,22.5,2092
Riyad Mahrez,Algeria,RM,31,85,85,Manchester City,44.5,2049
Marcel Sabitzer,Austria,CDM,28,81,81,Manchester United,25.5,2189
Hakan Çalhanoğlu,Turkey,CDM,28,84,84,Inter,42,2180
Filip Kostić,Serbia,LW,29,84,84,Juventus,41.5,2245
Lucas Vázquez Iglesias,Spain,RW,31,81,81,Real Madrid,18.5,2155
Max Meyer,Germany,CM,26,73,74,Luzern,3.6,1982
Niklas Süle,Germany,RB,26,85,87,Borussia Dortmund,59,1862
Mike Maignan,France,GK,26,87,89,Milan,75,1519
Alexandre Moreno Lopera,Spain,LB,29,80,80,Aston Villa,18.5,2099
David Raya Martin,Spain,GK,26,80,82,Brentford,20,1400
Pablo Maffeo Becerra,Spain,LWB,24,78,83,Mallorca,20,1913
Adam Armstrong,England,LM,25,72,74,Southampton,3,1889
Lukas Klostermann,Germany,RB,26,79,81,RB Leipzig,19,1892
Timothy Castagne,Belgium,RWB,26,78,79,Leicester City,15,1967
Jérémie Boga,Côte d'Ivoire,CF,25,77,78,Atalanta,12.5,1922
Marius Wolf,Germany,RM,27,77,77,Borussia Dortmund,10,2075
